case_id,split,entries,q_bits,rom_bits,sequence_length,head_dimension,score_scale,repetition,seed,probability_stable_relative_error,output_stable_relative_error,case_worst_error,probability_sum_error
random_scores_L256_D128_scale0_R0,calibration,256,12,4096,256,128,1.0,0,3371775186,0.010836722072541247,0.011803776529783289,0.011803776529783289,6.860564462840557e-05
random_scores_L256_D128_scale0_R1,calibration,256,12,4096,256,128,1.0,1,141512215,0.009080418674178243,0.008929085994096303,0.009080418674178243,4.452356370165944e-05
random_scores_L256_D128_scale1_R0,calibration,256,12,4096,256,128,2.0,0,2879470677,0.007722290800582848,0.0038742798781315193,0.007722290800582848,0.0003784309114962525
random_scores_L256_D128_scale1_R1,calibration,256,12,4096,256,128,2.0,1,1485725105,0.0065792667939059985,0.004849263937675428,0.0065792667939059985,6.961161216167966e-05
random_scores_L512_D64_scale0_R0,calibration,256,12,4096,512,64,1.0,0,393753057,0.011266477399507608,0.013283006957261555,0.013283006957261555,0.00024371472682105377
random_scores_L512_D64_scale0_R1,calibration,256,12,4096,512,64,1.0,1,2303777491,0.010906317498141945,0.01391195587367036,0.01391195587367036,0.00022263268328970298
random_scores_L512_D64_scale1_R0,calibration,256,12,4096,512,64,2.0,0,3353718886,0.009403167403934909,0.010671055202618566,0.010671055202618566,0.0009102086387429154
random_scores_L512_D64_scale1_R1,calibration,256,12,4096,512,64,2.0,1,3069741948,0.01281344705217827,0.013591074232490744,0.013591074232490744,0.0004847271466132952
random_scores_L512_D128_scale0_R0,calibration,256,12,4096,512,128,1.0,0,2711588791,0.009997048539607594,0.010806483030946524,0.010806483030946524,0.0002893876371672377
random_scores_L512_D128_scale0_R1,calibration,256,12,4096,512,128,1.0,1,4160562991,0.00902459040862702,0.00968050216963902,0.00968050216963902,0.0007320417316805106
random_scores_L512_D128_scale1_R0,calibration,256,12,4096,512,128,2.0,0,699071233,0.010674843181559165,0.006476389223215892,0.010674843181559165,0.000440680198607879
random_scores_L512_D128_scale1_R1,calibration,256,12,4096,512,128,2.0,1,2945457681,0.006549348847401959,0.0019976545994247214,0.006549348847401959,0.00029153978073281905
random_scores_L1024_D64_scale0_R0,calibration,256,12,4096,1024,64,1.0,0,844679095,0.013214604560223817,0.016669560504251075,0.016669560504251075,0.00020567443971231114
random_scores_L1024_D64_scale0_R1,calibration,256,12,4096,1024,64,1.0,1,2426034371,0.009418156277344696,0.010541640765071894,0.010541640765071894,0.00041388523277419154
random_scores_L1024_D64_scale1_R0,calibration,256,12,4096,1024,64,2.0,0,974098872,0.009661927056750093,0.003709671611274602,0.009661927056750093,0.0004850637061508678
random_scores_L1024_D64_scale1_R1,calibration,256,12,4096,1024,64,2.0,1,3900981413,0.008020515612924743,0.007445835382904838,0.008020515612924743,0.00016475945938054792
random_scores_L1024_D128_scale0_R0,calibration,256,12,4096,1024,128,1.0,0,955864114,0.010942527104922377,0.011134073304656142,0.011134073304656142,0.0010384684119344456
random_scores_L1024_D128_scale0_R1,calibration,256,12,4096,1024,128,1.0,1,2316380272,0.009940763820995504,0.011960194137647455,0.011960194137647455,0.00011027146319975145
random_scores_L1024_D128_scale1_R0,calibration,256,12,4096,1024,128,2.0,0,2742530172,0.011940069349571914,0.009609568477958134,0.011940069349571914,0.0011689865250446019
random_scores_L1024_D128_scale1_R1,calibration,256,12,4096,1024,128,2.0,1,1261299849,0.00940002971019702,0.010331735389020187,0.010331735389020187,0.00025623488534165517
random_scores_L128_D64_scale0_R0,validation,256,12,4096,128,64,1.0,0,2179143755,0.009258569456160874,0.008022758963802503,0.009258569456160874,0.00010984120308421552
random_scores_L128_D64_scale0_R1,validation,256,12,4096,128,64,1.0,1,886552149,0.007642517831305814,0.006770304026686947,0.007642517831305814,0.00016025587683543563
random_scores_L128_D64_scale1_R0,validation,256,12,4096,128,64,2.0,0,1623101201,0.0074950452665131975,0.008304955609672784,0.008304955609672784,0.0005792921783722704
random_scores_L128_D64_scale1_R1,validation,256,12,4096,128,64,2.0,1,3380450944,0.007957281437503433,0.008507441734722662,0.008507441734722662,0.00013192122241889592
random_scores_L128_D128_scale0_R0,validation,256,12,4096,128,128,1.0,0,1566150152,0.009085515359971999,0.009553059868759607,0.009553059868759607,9.13809344638139e-05
