candidate,candidate_pattern,conflicting_instruction,existing_pattern,witness_machine_word,source_kind,source_file,source_location
custom-3_f3_f7_9,00010010000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x1200307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_10,00010100000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x1400307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_10,00010100000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x1400307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_11,00010110000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x1600307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_11,00010110000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x1600307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_12,00011000000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x1800307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_12,00011000000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x1800307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_13,00011010000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x1a00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_13,00011010000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x1a00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_14,00011100000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x1c00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_14,00011100000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x1c00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_15,00011110000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x1e00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_15,00011110000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x1e00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_16,00100000000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x2000307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_16,00100000000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x2000307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_17,00100010000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x2200307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_17,00100010000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x2200307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_18,00100100000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x2400307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_18,00100100000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x2400307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_19,00100110000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x2600307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_19,00100110000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x2600307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_20,00101000000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x2800307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_20,00101000000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x2800307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_21,00101010000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x2a00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_21,00101010000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x2a00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_22,00101100000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x2c00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_22,00101100000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x2c00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_23,00101110000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x2e00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_23,00101110000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x2e00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_24,00110000000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x3000307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_24,00110000000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x3000307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_25,00110010000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x3200307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_25,00110010000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x3200307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_26,00110100000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x3400307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_26,00110100000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x3400307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_27,00110110000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x3600307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_27,00110110000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x3600307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_28,00111000000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x3800307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_28,00111000000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x3800307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_29,00111010000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x3a00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_29,00111010000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x3a00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_30,00111100000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x3c00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_30,00111100000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x3c00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_31,00111110000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x3e00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_31,00111110000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x3e00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_32,01000000000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x4000307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_32,01000000000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x4000307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_33,01000010000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x4200307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_33,01000010000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x4200307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_34,01000100000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x4400307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_34,01000100000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x4400307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_35,01000110000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x4600307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_35,01000110000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x4600307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_36,01001000000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x4800307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_36,01001000000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x4800307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_37,01001010000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x4a00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_37,01001010000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x4a00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_38,01001100000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x4c00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_38,01001100000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x4c00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_39,01001110000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x4e00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_39,01001110000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x4e00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_40,01010000000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x5000307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_40,01010000000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x5000307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_41,01010010000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x5200307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_41,01010010000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x5200307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_42,01010100000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x5400307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_42,01010100000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x5400307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_43,01010110000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x5600307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_43,01010110000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x5600307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_44,01011000000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x5800307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_44,01011000000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x5800307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_45,01011010000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x5a00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_45,01011010000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x5a00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_46,01011100000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x5c00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_46,01011100000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x5c00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_47,01011110000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x5e00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_47,01011110000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x5e00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_48,01100000000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x6000307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_48,01100000000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x6000307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_49,01100010000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x6200307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_49,01100010000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x6200307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_50,01100100000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x6400307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_50,01100100000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x6400307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_51,01100110000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x6600307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_51,01100110000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x6600307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_52,01101000000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x6800307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_52,01101000000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x6800307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_53,01101010000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x6a00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_53,01101010000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x6a00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_54,01101100000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x6c00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_54,01101100000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x6c00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_55,01101110000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x6e00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_55,01101110000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x6e00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_56,01110000000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x7000307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_56,01110000000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x7000307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_57,01110010000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x7200307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_57,01110010000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x7200307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_58,01110100000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x7400307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_58,01110100000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x7400307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_59,01110110000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x7600307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_59,01110110000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x7600307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_60,01111000000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x7800307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_60,01111000000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x7800307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_61,01111010000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x7a00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_61,01111010000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x7a00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_62,01111100000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x7c00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
custom-3_f3_f7_62,01111100000000000011?????1111011,LP_COUNTI,????????????000000110000?1111011,0x7c00307b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulphwloop_CUSTOM:20
custom-3_f3_f7_63,01111110000000000011?????1111011,ISLTIU,?????????????????011?????1111011,0x7e00307b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:23
