candidate,candidate_pattern,conflicting_instruction,existing_pattern,witness_machine_word,source_kind,source_file,source_location
custom-2_f2_f7_21,00101010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0x2a00205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_21,00101010000000000010?????1011011,P_ADDN,00???????????????010?????1011011,0x2a00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:22
custom-2_f2_f7_22,00101100000000000010?????1011011,P_ADDN,00???????????????010?????1011011,0x2c00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:22
custom-2_f2_f7_23,00101110000000000010?????1011011,P_ADDN,00???????????????010?????1011011,0x2e00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:22
custom-2_f2_f7_24,00110000000000000010?????1011011,P_ADDN,00???????????????010?????1011011,0x3000205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:22
custom-2_f2_f7_25,00110010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0x3200205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_25,00110010000000000010?????1011011,P_ADDN,00???????????????010?????1011011,0x3200205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:22
custom-2_f2_f7_26,00110100000000000010?????1011011,P_ADDN,00???????????????010?????1011011,0x3400205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:22
custom-2_f2_f7_27,00110110000000000010?????1011011,P_ADDN,00???????????????010?????1011011,0x3600205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:22
custom-2_f2_f7_28,00111000000000000010?????1011011,P_ADDN,00???????????????010?????1011011,0x3800205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:22
custom-2_f2_f7_29,00111010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0x3a00205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_29,00111010000000000010?????1011011,P_ADDN,00???????????????010?????1011011,0x3a00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:22
custom-2_f2_f7_30,00111100000000000010?????1011011,P_ADDN,00???????????????010?????1011011,0x3c00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:22
custom-2_f2_f7_31,00111110000000000010?????1011011,P_ADDN,00???????????????010?????1011011,0x3e00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:22
custom-2_f2_f7_33,01000010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0x4200205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_37,01001010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0x4a00205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_41,01010010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0x5200205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_45,01011010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0x5a00205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_48,01100000000000000010?????1011011,ICLZ,011000000000?????010?????1011011,0x6000205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:78
custom-2_f2_f7_49,01100010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0x6200205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_53,01101010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0x6a00205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_57,01110010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0x7200205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_61,01111010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0x7a00205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_64,10000000000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x8000205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_65,10000010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0x8200205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_65,10000010000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x8200205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_66,10000100000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x8400205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_67,10000110000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x8600205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_68,10001000000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x8800205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_69,10001010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0x8a00205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_69,10001010000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x8a00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_70,10001100000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x8c00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_71,10001110000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x8e00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_72,10010000000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x9000205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_73,10010010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0x9200205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_73,10010010000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x9200205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_74,10010100000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x9400205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_75,10010110000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x9600205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_76,10011000000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x9800205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_77,10011010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0x9a00205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_77,10011010000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x9a00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_78,10011100000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x9c00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_79,10011110000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0x9e00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_80,10100000000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xa000205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_81,10100010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0xa200205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_81,10100010000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xa200205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_82,10100100000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xa400205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_83,10100110000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xa600205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_84,10101000000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xa800205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_85,10101010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0xaa00205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_85,10101010000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xaa00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_86,10101100000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xac00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_87,10101110000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xae00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_88,10110000000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xb000205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_89,10110010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0xb200205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_89,10110010000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xb200205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_90,10110100000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xb400205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_91,10110110000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xb600205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_92,10111000000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xb800205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_93,10111010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0xba00205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_93,10111010000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xba00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_94,10111100000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xbc00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_95,10111110000000000010?????1011011,P_ADDUN,10???????????????010?????1011011,0xbe00205b,generator,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-xpulpminmax_CUSTOM:23
custom-2_f2_f7_97,11000010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0xc200205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_101,11001010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0xca00205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_105,11010010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0xd200205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_109,11011010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0xda00205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_113,11100010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0xe200205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_117,11101010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0xea00205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_121,11110010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0xf200205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f2_f7_125,11111010000000000010?????1011011,INMSUB,?????01??????????010?????1011011,0xfa00205b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:43
custom-2_f3_f7_0,00000000000000000011?????1011011,ISLTU,0000000??????????011?????1011011,0x0000305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:34
custom-2_f3_f7_1,00000010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x0200305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_2,00000100000000000011?????1011011,IMULHU,0000010??????????011?????1011011,0x0400305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:49
custom-2_f3_f7_5,00001010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x0a00305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_5,00001010000000000011?????1011011,ICLMULH,0000101??????????011?????1011011,0x0a00305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:97
custom-2_f3_f7_9,00010010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x1200305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_13,00011010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x1a00305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_17,00100010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x2200305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_21,00101010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x2a00305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_25,00110010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x3200305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_29,00111010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x3a00305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_33,01000010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x4200305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_37,01001010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x4a00305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_41,01010010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x5200305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_45,01011010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x5a00305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_49,01100010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x6200305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_53,01101010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x6a00305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_57,01110010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x7200305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_61,01111010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x7a00305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_65,10000010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x8200305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_69,10001010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x8a00305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_73,10010010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x9200305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_77,10011010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0x9a00305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_81,10100010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0xa200305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_85,10101010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0xaa00305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_89,10110010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0xb200305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_93,10111010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0xba00305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_97,11000010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0xc200305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_101,11001010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0xca00305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
custom-2_f3_f7_105,11010010000000000011?????1011011,INMADD,?????01??????????011?????1011011,0xd200305b,generator,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM,sw/toolchain/riscv-opcodes/opcodes-ipu_CUSTOM:44
